CustomerID,recency,frequency,monetary,customer_segment
12857,232,2,1106.40,"At Risk"
14410,114,9,1105.07,"At Risk"
13782,34,6,1103.94,Loyal
14948,45,6,1101.97,Loyal
17047,107,3,1100.90,"At Risk"
15978,99,1,1098.78,"At Risk"
17966,59,5,1098.43,Loyal
17007,72,6,1097.05,Potential
16225,66,5,1096.32,Potential
16533,41,3,1095.56,Potential
17796,62,4,1094.80,Potential
15745,41,4,1094.59,Potential
15608,50,4,1093.68,Potential
13521,23,3,1093.65,Potential
13329,53,2,1093.20,Potential
16997,310,3,1092.00,"At Risk"
12793,356,2,1090.96,"At Risk"
18189,99,2,1090.24,"At Risk"
13853,79,1,1090.14,"At Risk"
12534,152,1,1089.18,"At Risk"
12728,93,4,1088.87,"At Risk"
15353,276,2,1088.67,"At Risk"
15763,53,2,1086.92,Potential
16546,312,2,1086.55,"At Risk"
17692,149,4,1084.20,"At Risk"
13467,32,2,1083.71,Potential
14829,51,4,1082.88,Potential
16043,59,4,1081.84,Potential
17027,100,6,1081.84,"At Risk"
17227,40,6,1081.57,Loyal
13874,380,1,1080.90,"At Risk"
14561,97,3,1080.76,"At Risk"
16200,26,2,1080.62,Potential
15860,62,8,1079.87,Potential
13726,60,2,1079.66,Potential
12354,254,1,1079.40,"At Risk"
14352,179,4,1078.96,"At Risk"
16980,277,2,1078.96,"At Risk"
16094,33,4,1078.23,Potential
16563,75,1,1077.74,"At Risk"
12838,55,2,1073.92,Potential
18136,85,3,1073.32,Potential
13131,45,3,1073.30,Potential
15712,31,5,1072.36,Loyal
15238,51,3,1071.99,Potential
13635,89,1,1071.03,"At Risk"
17848,103,9,1070.76,"At Risk"
17522,23,5,1070.71,Loyal
13761,72,2,1070.65,Potential
14212,111,1,1070.48,"At Risk"
13385,351,1,1069.14,"At Risk"
15027,52,4,1066.15,Potential
14488,89,1,1064.28,"At Risk"
15801,68,3,1063.95,Potential
12936,39,4,1063.90,Potential
12815,169,2,1063.46,"At Risk"
14411,332,1,1063.00,"At Risk"
16214,192,3,1062.75,"At Risk"
14553,41,5,1061.21,Loyal
15706,85,4,1060.56,Potential
17727,37,1,1060.25,"At Risk"
18130,37,3,1059.39,Potential
14465,268,3,1058.62,"At Risk"
15407,55,4,1056.44,Potential
15977,39,2,1054.73,Potential
16728,68,4,1054.67,Potential
12716,25,2,1053.49,Potential
14583,27,5,1052.55,Loyal
14643,192,2,1051.75,"At Risk"
16416,48,3,1051.40,Potential
12849,53,2,1050.89,Potential
14672,256,2,1050.83,"At Risk"
15329,61,3,1049.70,Potential
15839,55,3,1048.49,Potential
17146,127,3,1048.03,"At Risk"
12559,332,2,1047.82,"At Risk"
17042,24,5,1044.38,Loyal
17180,78,4,1043.57,Potential
14389,87,2,1043.46,Potential
15073,31,3,1043.41,Potential
12497,103,1,1043.10,"At Risk"
13077,23,4,1042.99,Potential
14584,191,4,1042.26,"At Risk"
17884,25,4,1042.07,Potential
12422,117,3,1042.06,"At Risk"
16891,23,5,1041.96,Loyal
13719,37,5,1041.68,Loyal
18221,44,5,1041.61,Loyal
15434,30,5,1041.48,Loyal
14446,22,4,1039.58,Potential
16320,194,2,1038.46,"At Risk"
16175,116,4,1037.59,"At Risk"
16260,72,1,1035.45,"At Risk"
13639,96,1,1033.34,"At Risk"
17724,93,3,1033.00,"At Risk"
12599,51,7,1032.58,Loyal
16770,79,5,1032.30,Potential
16221,58,3,1031.60,Potential
17405,23,3,1031.41,Potential
13235,234,1,1031.07,"At Risk"
12717,173,2,1030.98,"At Risk"
13705,29,3,1030.00,Potential
15333,230,1,1028.56,"At Risk"
16682,26,5,1028.00,Loyal
15104,218,2,1027.44,"At Risk"
13956,27,5,1026.42,Loyal
14904,24,2,1025.44,Potential
16160,87,2,1025.44,Potential
17075,39,4,1022.98,Potential
17096,37,4,1022.13,Potential
14346,142,2,1021.58,"At Risk"
12572,30,2,1020.42,Potential
13376,121,3,1019.76,"At Risk"
18142,179,2,1019.52,"At Risk"
12828,24,6,1018.71,Loyal
12693,149,4,1017.96,"At Risk"
12514,289,1,1017.68,"At Risk"
15164,90,3,1016.44,Potential
13728,58,6,1016.14,Loyal
13867,53,3,1015.29,Potential
12642,47,3,1013.26,Potential
12739,100,2,1013.04,"At Risk"
17197,51,1,1013.01,"At Risk"
14195,223,2,1012.00,"At Risk"
14867,207,3,1011.02,"At Risk"
16229,109,2,1010.60,"At Risk"
13032,74,2,1010.18,Potential
16572,149,3,1009.60,"At Risk"
16174,148,3,1009.55,"At Risk"
17064,80,3,1007.20,Potential
14631,72,3,1006.98,Potential
13429,32,4,1006.80,Potential
14715,46,4,1005.33,Potential
14214,52,5,1004.38,Loyal
13410,46,5,1003.06,Loyal
12446,79,1,1002.31,"At Risk"
15965,39,4,1001.83,Potential
17897,194,3,1001.22,"At Risk"
12545,97,2,1000.39,"At Risk"
15508,211,6,1000.27,"At Risk"
18143,138,2,1000.16,"At Risk"
12722,107,4,997.63,"At Risk"
14540,31,3,996.26,Potential
17594,107,2,993.18,"At Risk"
16009,44,4,992.71,Potential
17076,58,3,992.58,Potential
13363,39,2,992.50,Potential
12924,110,4,991.89,"At Risk"
14223,114,3,991.13,"At Risk"
16232,65,4,990.88,Potential
18237,24,5,987.10,Loyal
16376,30,2,987.01,Potential
14270,353,1,985.30,"At Risk"
17259,170,2,985.01,"At Risk"
17144,23,2,984.57,Potential
15133,149,3,982.42,"At Risk"
14138,23,2,982.38,Potential
15071,115,2,982.07,"At Risk"
16188,66,4,981.86,Potential
12541,51,3,981.18,Potential
18170,55,3,980.31,Potential
13509,30,7,979.72,Loyal
15506,44,3,979.26,Potential
14548,172,2,979.20,"At Risk"
18074,395,1,979.20,"At Risk"
13350,38,2,979.12,Potential
16470,73,4,978.73,Potential
15132,40,5,977.93,Loyal
14920,234,2,977.77,"At Risk"
16235,62,5,975.98,Potential
15165,395,1,975.50,"At Risk"
16367,59,2,975.40,Potential
13026,23,5,975.36,Loyal
14522,46,4,974.54,Potential
15449,48,3,974.52,Potential
12994,26,3,974.42,Potential
17062,335,4,974.10,"At Risk"
15747,34,3,974.04,Potential
18194,104,1,973.84,"At Risk"
16419,134,6,972.23,"At Risk"
17100,40,2,971.74,Potential
14130,341,1,967.72,"At Risk"
15907,25,3,967.45,Potential
15793,36,3,965.61,Potential
12550,101,1,964.83,"At Risk"
14150,57,2,964.82,Potential
12421,37,4,964.49,Potential
14006,137,3,962.19,"At Risk"
15156,23,3,961.49,Potential
14629,26,2,959.01,Potential
16812,382,1,958.70,"At Risk"
18192,93,1,957.97,"At Risk"
15626,96,2,957.68,"At Risk"
13823,40,2,957.66,Potential
12697,50,3,957.59,Potential
15948,30,2,955.24,Potential
17244,75,1,954.90,"At Risk"
18095,334,2,954.80,"At Risk"
17179,200,3,954.79,"At Risk"
18176,380,1,952.70,"At Risk"
16934,76,2,950.93,Potential
17114,27,8,950.86,Loyal
15421,80,4,950.36,Potential
16511,43,3,950.26,Potential
12468,209,2,950.13,"At Risk"
17812,34,4,949.71,Potential
13636,58,5,949.12,Loyal
12822,92,2,948.88,"At Risk"
17044,47,1,948.48,"At Risk"
15787,48,3,948.05,Potential
12458,93,2,947.40,"At Risk"
17990,258,3,946.84,"At Risk"
14976,79,7,946.81,Potential
15384,191,2,945.98,"At Risk"
15707,57,4,945.58,Potential
14220,269,2,945.38,"At Risk"
17289,53,3,944.41,Potential
13261,290,2,944.10,"At Risk"
12942,153,3,942.65,"At Risk"
14075,26,3,942.26,Potential
18156,34,2,941.17,Potential
15576,59,1,940.67,"At Risk"
15289,51,3,939.78,Potential
16600,26,6,939.38,Loyal
17527,75,4,939.37,Potential
16584,102,2,936.08,"At Risk"
15208,23,5,935.52,Loyal
14140,25,2,935.05,Potential
16027,113,6,934.62,"At Risk"
16122,95,4,934.26,"At Risk"
16657,31,4,933.62,Potential
13655,136,2,932.97,"At Risk"
18133,234,1,931.50,"At Risk"
16730,74,3,930.13,Potential
13838,27,4,929.84,Potential
13402,149,2,929.51,"At Risk"
14475,93,3,925.85,"At Risk"
14231,205,3,925.71,"At Risk"
13805,74,2,924.60,Potential
14133,151,3,923.64,"At Risk"
15654,31,2,922.53,Potential
13122,116,2,922.39,"At Risk"
13934,285,1,922.10,"At Risk"
13035,95,2,921.88,"At Risk"
17323,37,7,921.07,Loyal
13075,151,1,919.61,"At Risk"
13549,47,7,918.20,Loyal
15253,38,5,918.20,Loyal
17880,386,1,917.84,"At Risk"
14015,74,1,917.34,"At Risk"
14712,51,3,917.07,Potential
13506,338,2,917.04,"At Risk"
14141,24,4,915.13,Potential
16216,289,1,914.93,"At Risk"
16809,45,5,914.69,Loyal
12940,76,2,913.54,Potential
13145,61,4,913.52,Potential
15364,117,2,913.19,"At Risk"
14359,41,3,912.18,Potential
13192,117,2,911.94,"At Risk"
14289,30,6,911.26,Loyal
18096,33,3,911.15,Potential
15919,41,2,910.61,Potential
13689,85,1,910.00,"At Risk"
13233,96,2,909.36,"At Risk"
15511,33,5,909.23,Loyal
13038,102,3,908.46,"At Risk"
12591,339,1,905.70,"At Risk"
15480,138,1,905.50,"At Risk"
15022,33,4,905.04,Potential
15807,72,3,903.90,Potential
16134,43,2,901.62,Potential
17566,30,2,901.21,Potential
16716,288,2,901.20,"At Risk"
17886,53,3,899.61,Potential
13662,107,3,897.76,"At Risk"
17537,51,2,897.62,Potential
17616,195,3,897.60,"At Risk"
16361,31,4,896.66,Potential
15865,62,3,895.13,Potential
15066,75,1,893.59,"At Risk"
12772,81,1,892.47,"At Risk"
17235,47,2,891.96,Potential
12944,57,2,891.46,Potential
13515,94,4,891.12,"At Risk"
15255,88,1,890.85,"At Risk"
14240,52,2,890.34,Potential
18062,195,3,890.32,"At Risk"
14623,54,5,889.25,Loyal
17829,320,1,889.24,"At Risk"
13240,118,4,887.72,"At Risk"
15882,220,4,887.68,"At Risk"
16347,33,2,887.65,Potential
16900,38,3,887.11,Potential
17704,190,2,885.19,"At Risk"
17109,51,6,885.04,Loyal
14597,33,2,883.15,Potential
18236,51,6,882.24,Loyal
13037,160,3,881.07,"At Risk"
15076,194,1,880.85,"At Risk"
18233,347,1,880.00,"At Risk"
15653,114,2,877.44,"At Risk"
18043,46,3,875.97,Potential
16306,235,6,875.52,"At Risk"
13566,62,2,874.71,Potential
16513,26,4,874.59,Potential
13294,211,2,873.74,"At Risk"
16955,206,4,873.65,"At Risk"
14662,50,4,872.22,Potential
12847,44,1,871.54,"At Risk"
17515,53,4,870.50,Potential
13200,41,4,870.09,Potential
13979,95,1,869.87,"At Risk"
12694,92,2,869.67,"At Risk"
13203,31,4,869.46,Potential
17649,160,1,868.49,"At Risk"
14912,38,2,867.85,Potential
16121,79,2,867.11,Potential
14332,44,3,866.31,Potential
16233,93,3,863.18,"At Risk"
12680,22,4,862.81,Potential
16266,95,7,861.89,"At Risk"
18106,351,1,861.40,"At Risk"
12794,75,2,860.41,Potential
13339,222,1,860.12,"At Risk"
14176,319,4,857.65,"At Risk"
13991,34,6,855.97,Loyal
12725,393,1,855.60,"At Risk"
12878,258,2,854.99,"At Risk"
17560,116,4,854.95,"At Risk"
16877,34,6,853.72,Loyal
12577,57,3,853.69,Potential
14193,89,2,853.39,Potential
12379,103,2,852.24,"At Risk"
16070,44,2,852.15,Potential
17674,96,2,851.70,"At Risk"
14692,159,4,851.15,"At Risk"
16020,38,3,851.01,Potential
16140,87,2,849.32,Potential
12713,22,1,848.55,"At Risk"
17888,43,8,848.18,Loyal
17540,46,2,847.70,Potential
16924,43,3,846.75,Potential
14803,184,3,845.55,"At Risk"
17525,381,1,845.40,"At Risk"
17624,36,2,843.48,Potential
14496,333,2,843.15,"At Risk"
17929,33,4,843.00,Potential
16108,106,1,842.50,"At Risk"
14862,47,2,841.20,Potential
13940,39,4,839.14,Potential
16554,64,3,837.95,Potential
15361,383,1,837.84,"At Risk"
17115,30,3,837.50,Potential
15832,276,1,836.79,"At Risk"
16747,59,2,836.06,Potential
17169,79,2,835.78,Potential
13615,340,1,835.38,"At Risk"
17759,39,3,834.99,Potential
13835,47,4,834.57,Potential
16644,199,2,833.78,"At Risk"
15339,88,2,831.97,Potential
15038,80,6,831.92,Potential
12673,27,2,831.42,Potential
14644,89,2,830.76,Potential
14320,228,2,830.30,"At Risk"
16795,387,1,829.76,"At Risk"
15535,195,4,828.94,"At Risk"
16654,163,4,828.67,"At Risk"
13681,39,4,827.83,Potential
12461,116,2,826.88,"At Risk"
12781,85,2,826.74,Potential
16494,318,1,826.53,"At Risk"
17921,86,4,826.52,Potential
17460,116,6,826.23,"At Risk"
16869,44,4,825.42,Potential
16284,53,2,823.97,Potential
17849,240,4,823.55,"At Risk"
16164,39,3,822.48,Potential
12778,41,6,822.23,Loyal
13893,319,1,821.10,"At Risk"
13220,100,4,819.29,"At Risk"
17764,72,2,818.82,Potential
16092,136,3,817.86,"At Risk"
15304,82,8,817.55,Potential
15399,23,3,815.77,Potential
14499,48,3,815.32,Potential
16460,50,3,814.72,Potential
14201,82,7,814.68,Potential
13811,205,3,814.50,"At Risk"
12763,160,2,814.16,"At Risk"
18064,155,2,814.00,"At Risk"
16621,73,4,813.48,Potential
14421,79,2,813.11,Potential
15028,30,4,813.10,Potential
15644,188,4,813.00,"At Risk"
13959,101,3,812.94,"At Risk"
16276,198,1,810.60,"At Risk"
16624,102,2,810.57,"At Risk"
13637,74,3,810.50,Potential
13049,86,2,810.46,Potential
13034,76,2,808.63,Potential
15533,41,3,807.57,Potential
15952,55,4,806.57,Potential
15221,388,1,806.50,"At Risk"
12434,106,2,806.14,"At Risk"
18248,144,2,804.02,"At Risk"
12386,359,2,803.80,"At Risk"
18265,94,2,801.51,"At Risk"
16806,125,4,801.49,"At Risk"
15561,33,4,800.59,Potential
13720,138,4,799.90,"At Risk"
17703,57,3,798.74,Potential
16438,27,5,798.35,Loyal
13389,33,3,797.96,Potential
12701,101,2,797.71,"At Risk"
13336,99,1,795.12,"At Risk"
15990,66,2,792.11,Potential
13238,39,4,791.88,Potential
13167,40,4,791.33,Potential
13016,95,3,789.89,"At Risk"
16759,29,3,789.79,Potential
13531,227,2,789.25,"At Risk"
14557,107,1,788.38,"At Risk"
13212,41,3,788.08,Potential
13323,25,5,787.85,Loyal
13884,29,5,787.60,Loyal
13109,81,2,786.54,Potential
12628,26,3,786.46,Potential
15806,68,3,784.58,Potential
15743,38,4,784.46,Potential
17387,41,2,784.11,Potential
16054,167,1,783.90,"At Risk"
17006,26,4,781.78,Potential
15679,46,4,781.28,Potential
13583,177,1,781.03,"At Risk"
15239,32,2,780.59,Potential
17797,44,3,780.43,Potential
18228,78,2,779.90,Potential
17411,34,3,778.94,Potential
13375,110,1,778.65,"At Risk"
14815,58,2,778.50,Potential
17414,65,2,778.00,Potential
16505,53,1,777.60,"At Risk"
13563,106,2,777.53,"At Risk"
12425,100,1,777.20,"At Risk"
15618,54,4,776.85,Potential
13314,23,3,775.94,Potential
13341,282,1,775.85,"At Risk"
14234,44,4,775.46,Potential
16825,60,2,775.18,Potential
15414,31,3,774.90,Potential
16916,45,2,774.34,Potential
15075,99,1,773.03,"At Risk"
12965,111,1,771.91,"At Risk"
17409,206,2,771.85,"At Risk"
17392,328,2,770.32,"At Risk"
14412,64,2,770.03,Potential
16480,97,1,769.29,"At Risk"
13487,79,3,768.55,Potential
16442,23,3,768.45,Potential
13356,102,1,768.24,"At Risk"
17516,37,5,768.08,Loyal
12515,375,1,767.40,"At Risk"
17329,36,2,766.47,Potential
14550,32,2,765.62,Potential
17695,153,2,765.34,"At Risk"
14885,153,1,765.32,"At Risk"
14618,31,3,765.24,Potential
17268,129,4,763.64,"At Risk"
16203,80,4,763.60,Potential
17466,32,2,763.28,Potential
15599,48,2,761.74,Potential
14883,40,6,761.59,Loyal
16205,52,4,761.38,Potential
16927,137,3,761.15,"At Risk"
17425,41,2,759.17,Potential
16036,109,2,758.92,"At Risk"
15568,24,3,758.29,Potential
17979,57,4,757.71,Potential
17461,44,3,757.46,Potential
15223,247,2,755.75,"At Risk"
18104,59,1,754.64,"At Risk"
13730,157,2,752.60,"At Risk"
16256,288,1,752.43,"At Risk"
16858,390,1,751.38,"At Risk"
12908,198,2,750.00,"At Risk"
14923,72,1,749.10,"At Risk"
15074,127,1,748.87,"At Risk"
15656,67,4,748.50,Potential
16859,166,2,747.81,"At Risk"
13623,52,5,747.78,Loyal
16261,39,4,746.83,Potential
14050,53,2,746.36,Potential
17034,38,3,745.52,Potential
17950,94,3,745.37,"At Risk"
13950,33,4,745.06,Potential
14790,38,4,745.06,Potential
13236,46,2,744.85,Potential
15889,178,2,744.79,"At Risk"
16065,387,1,744.18,"At Risk"
13354,93,1,743.53,"At Risk"
12374,47,1,742.93,"At Risk"
12465,39,2,742.19,Potential
13753,309,1,741.26,"At Risk"
13900,205,3,740.95,"At Risk"
17974,46,3,740.79,Potential
15252,58,2,740.78,Potential
12603,43,1,739.20,"At Risk"
15922,395,1,739.00,"At Risk"
14756,37,1,738.96,"At Risk"
12976,233,1,738.60,"At Risk"
13000,128,3,736.60,"At Risk"
15045,173,2,735.66,"At Risk"
15215,68,3,734.94,Potential
16362,54,5,734.77,Loyal
14779,302,3,734.30,"At Risk"
16146,179,3,734.13,"At Risk"
17964,53,2,733.46,Potential
13405,96,3,732.50,"At Risk"
13575,45,5,732.07,Loyal
13736,27,2,731.90,Potential
16099,72,3,731.90,Potential
16491,68,1,731.50,"At Risk"
16499,382,2,730.90,"At Risk"
14778,149,2,730.86,"At Risk"
16202,382,1,730.54,"At Risk"
18035,57,3,730.40,Potential
17420,72,3,729.68,Potential
17666,25,2,728.16,Potential
14932,387,1,727.06,"At Risk"
14896,226,2,725.99,"At Risk"
14869,30,2,725.70,Potential
14055,128,1,725.64,"At Risk"
15584,45,4,725.11,Potential
12723,25,5,725.07,Loyal
15636,111,2,724.76,"At Risk"
12475,75,1,723.38,"At Risk"
17521,51,3,723.21,Potential
14167,61,4,723.19,Potential
15272,79,2,721.94,Potential
12601,211,5,721.32,"At Risk"
16023,68,3,719.81,Potential
14179,62,2,719.78,Potential
17223,332,2,719.63,"At Risk"
14725,46,1,718.08,"At Risk"
15274,26,2,716.57,Potential
12535,113,2,716.35,"At Risk"
15400,114,5,716.20,"At Risk"
17029,132,2,716.00,"At Risk"
16274,395,1,715.90,"At Risk"
16882,88,3,715.02,Potential
15330,54,2,714.96,Potential
15757,87,2,714.42,Potential
12616,117,2,713.30,"At Risk"
13169,85,2,712.88,Potential
13147,32,4,712.80,Potential
17761,54,1,712.78,"At Risk"
13416,65,2,712.50,Potential
13587,85,1,712.40,"At Risk"
17642,141,2,712.29,"At Risk"
15855,158,5,712.24,"At Risk"
18071,279,2,711.95,"At Risk"
13249,114,3,711.41,"At Risk"
17472,213,3,710.29,"At Risk"
14127,144,3,709.71,"At Risk"
16136,81,3,709.38,Potential
15951,30,2,708.22,Potential
15366,97,2,708.05,"At Risk"
16449,219,2,707.69,"At Risk"
12453,156,1,707.09,"At Risk"
16364,33,2,707.04,Potential
16309,128,2,706.57,"At Risk"
17976,394,1,706.38,"At Risk"
14880,99,3,706.19,"At Risk"
14126,29,3,706.13,Potential
16015,25,3,705.39,Potential
17934,73,2,704.25,Potential
16385,82,3,704.12,Potential
12612,96,1,704.04,"At Risk"
12883,46,4,703.47,Potential
18082,47,1,703.37,"At Risk"
15103,53,2,703.36,Potential
15789,380,1,702.60,"At Risk"
14198,40,4,701.40,Potential
14356,101,2,701.23,"At Risk"
17321,30,2,700.86,Potential
17734,75,3,700.63,Potential
15246,260,2,700.15,"At Risk"
13108,394,1,700.12,"At Risk"
15800,129,2,699.08,"At Risk"
13258,33,3,698.58,Potential
17423,68,2,698.41,Potential
16206,76,4,698.36,Potential
15053,26,3,697.79,Potential
13596,27,2,697.04,Potential
15700,194,2,696.68,"At Risk"
17397,44,2,696.41,Potential
14009,220,2,695.61,"At Risk"
14959,86,4,695.42,Potential
12925,26,2,694.05,Potential
12410,330,2,693.33,"At Risk"
13601,67,2,693.32,Potential
14111,36,4,692.85,Potential
17733,60,2,692.19,Potential
15456,305,3,690.44,"At Risk"
16212,41,2,690.34,Potential
13023,86,2,689.90,Potential
15181,88,3,689.48,Potential
18196,117,2,689.13,"At Risk"
17502,31,4,689.10,Potential
13799,138,2,688.86,"At Risk"
16642,26,2,688.33,Potential
17569,354,1,688.28,"At Risk"
15880,391,1,686.56,"At Risk"
12658,40,1,686.05,"At Risk"
16495,25,3,684.41,Potential
15669,62,4,684.34,Potential
17874,207,6,683.46,"At Risk"
17454,214,4,683.38,"At Risk"
14222,199,1,683.17,"At Risk"
15582,46,3,682.91,Potential
13548,118,2,682.41,"At Risk"
18135,51,5,681.91,Loyal
12478,25,1,680.99,"At Risk"
13524,62,5,680.18,Potential
14236,102,2,680.16,"At Risk"
16872,99,3,680.02,"At Risk"
15322,107,1,679.68,"At Risk"
13430,40,2,679.45,Potential
14788,29,2,679.44,Potential
17555,41,2,678.71,Potential
17994,143,4,678.49,"At Risk"
13925,114,4,678.25,"At Risk"
13607,62,1,678.01,"At Risk"
13388,153,2,677.10,"At Risk"
13040,30,2,676.99,Potential
16377,289,1,676.20,"At Risk"
17462,82,2,675.69,Potential
16805,195,2,675.36,"At Risk"
13325,103,1,675.30,"At Risk"
16418,66,3,675.27,Potential
13355,144,1,674.70,"At Risk"
13464,80,1,674.68,"At Risk"
17749,200,2,674.52,"At Risk"
13951,198,3,674.45,"At Risk"
14504,69,4,673.26,Potential
18121,171,2,673.10,"At Risk"
14628,113,2,671.96,"At Risk"
17883,25,4,671.77,Potential
12638,55,1,671.69,"At Risk"
12489,358,1,669.86,"At Risk"
17299,33,4,669.11,Potential
12418,134,1,668.58,"At Risk"
14342,43,4,668.56,Potential
13741,93,3,668.43,"At Risk"
16383,96,2,668.36,"At Risk"
15031,26,4,668.14,Potential
18022,57,1,668.11,"At Risk"
16268,93,2,667.65,"At Risk"
16863,53,2,667.05,Potential
15969,24,3,666.10,Potential
17777,46,3,665.86,Potential
17105,181,2,665.78,"At Risk"
16056,67,1,664.85,"At Risk"
16850,355,1,664.82,"At Risk"
16208,66,2,664.26,Potential
15643,213,3,664.00,"At Risk"
13473,82,2,663.90,Potential
14720,27,3,663.81,Potential
16573,106,2,663.61,"At Risk"
13092,92,5,663.28,"At Risk"
14871,25,4,662.78,Potential
14451,82,2,662.59,Potential
16014,59,3,662.38,Potential
16885,37,3,662.16,Potential
18218,233,2,662.08,"At Risk"
17862,345,1,661.80,"At Risk"
16774,89,4,661.52,Potential
13028,44,2,661.32,Potential
14603,296,1,660.00,"At Risk"
15492,50,2,659.46,Potential
13518,107,1,659.44,"At Risk"
13759,55,2,659.41,Potential
16357,55,3,658.88,Potential
13368,278,2,658.80,"At Risk"
17779,43,3,658.57,Potential
16696,157,4,657.90,"At Risk"
14818,95,3,657.80,"At Risk"
17742,135,2,657.68,"At Risk"
15648,226,2,657.35,"At Risk"
17459,65,2,657.30,Potential
15677,71,1,657.23,"At Risk"
15213,340,2,656.70,"At Risk"
16157,37,3,656.69,Potential
15881,334,5,656.64,"At Risk"
16708,67,1,656.63,"At Risk"
16127,61,1,656.25,"At Risk"
14894,107,1,655.75,"At Risk"
16444,68,4,654.67,Potential
14651,89,2,654.60,Potential
17398,136,3,653.38,"At Risk"
18151,156,2,653.35,"At Risk"
15205,107,2,653.24,"At Risk"
14044,48,4,652.82,Potential
17523,33,4,652.74,Potential
15780,205,3,652.43,"At Risk"
15363,394,1,652.00,"At Risk"
14034,44,3,651.82,Potential
16734,74,3,650.51,Potential
15571,33,4,650.43,Potential
16469,45,4,650.43,Potential
16969,61,3,650.41,Potential
17373,62,4,646.92,Potential
12589,50,2,646.68,Potential
15651,58,3,646.30,Potential
17545,65,3,645.96,Potential
14855,141,2,645.65,"At Risk"
12719,27,2,644.95,Potential
17312,160,3,644.30,"At Risk"
14450,202,3,644.28,"At Risk"
15224,380,2,644.16,"At Risk"
14616,264,3,643.68,"At Risk"
16431,235,3,642.81,"At Risk"
14020,38,2,642.80,Potential
17869,129,5,642.50,"At Risk"
17046,179,1,642.02,"At Risk"
15297,32,3,641.94,Potential
12365,313,2,641.38,"At Risk"
12624,128,2,641.13,"At Risk"
13417,26,2,640.83,Potential
13318,23,3,640.76,Potential
12631,79,1,640.50,"At Risk"
14301,139,1,640.14,"At Risk"
18160,79,2,638.06,Potential
14754,66,2,638.05,Potential
14664,41,2,637.89,Potential
14128,82,2,637.50,Potential
15646,179,3,637.44,"At Risk"
12875,165,2,636.99,"At Risk"
14481,186,2,636.51,"At Risk"
15829,121,2,636.14,"At Risk"
15773,27,1,635.68,"At Risk"
14000,233,1,635.66,"At Risk"
16139,40,3,635.41,Potential
17985,44,1,634.95,"At Risk"
14594,29,2,634.83,Potential
15204,379,1,633.16,"At Risk"
13892,48,4,632.97,Potential
18183,249,2,632.07,"At Risk"
13822,27,2,632.00,Potential
14021,177,3,631.90,"At Risk"
13579,36,2,631.74,Potential
15244,87,2,631.57,Potential
13539,107,3,631.34,"At Risk"
17418,64,2,630.85,Potential
17913,80,2,629.65,Potential
13046,52,2,629.31,Potential
13525,36,2,628.78,Potential
14687,128,1,628.38,"At Risk"
16022,282,1,628.28,"At Risk"
13546,34,3,626.99,Potential
14729,395,1,626.98,"At Risk"
15402,170,2,626.77,"At Risk"
14036,306,1,626.65,"At Risk"
13914,33,2,626.45,Potential
14382,48,1,626.07,"At Risk"
13255,31,2,625.21,Potential
16898,48,3,624.89,Potential
16750,66,5,623.93,Potential
12785,386,1,623.90,"At Risk"
14142,395,1,623.62,"At Risk"
12649,129,3,623.51,"At Risk"
15147,262,1,623.50,"At Risk"
15326,355,1,623.42,"At Risk"
15258,190,2,623.16,"At Risk"
17499,311,1,622.88,"At Risk"
15182,176,2,622.85,"At Risk"
16781,394,1,622.50,"At Risk"
15768,137,3,621.83,"At Risk"
18217,51,2,621.75,Potential
16915,31,6,621.68,Loyal
17640,108,1,621.66,"At Risk"
14152,97,2,621.29,"At Risk"
16141,110,1,620.40,"At Risk"
12667,80,1,620.13,"At Risk"
14529,82,3,620.04,Potential
15661,339,2,619.60,"At Risk"
13493,297,2,618.63,"At Risk"
16613,92,1,618.59,"At Risk"
12596,73,2,618.27,Potential
13301,125,4,618.09,"At Risk"
14593,43,3,617.99,Potential
14377,213,2,617.05,"At Risk"
13369,387,1,616.56,"At Risk"
16311,39,2,616.26,Potential
14905,179,2,616.15,"At Risk"
15081,44,5,615.95,Loyal
15973,388,1,615.64,"At Risk"
16250,283,2,615.58,"At Risk"
16005,34,4,615.39,Potential
15275,59,1,615.14,"At Risk"
16566,37,5,614.66,Loyal
15012,75,2,614.10,Potential
17551,381,1,613.68,"At Risk"
12808,58,3,613.05,Potential
16116,233,1,612.78,"At Risk"
17358,325,2,612.55,"At Risk"
12513,134,1,612.29,"At Risk"
18149,72,3,612.08,Potential
15232,135,2,612.06,"At Risk"
15645,40,1,612.01,"At Risk"
16109,240,2,611.88,"At Risk"
16763,220,1,611.85,"At Risk"
17189,128,2,611.62,"At Risk"
13731,241,2,610.59,"At Risk"
15795,171,1,610.01,"At Risk"
13357,279,1,609.95,"At Risk"
14636,58,2,609.85,Potential
13933,131,2,608.79,"At Risk"
17732,394,1,607.94,"At Risk"
12933,46,3,607.53,Potential
15018,60,3,607.46,Potential
15573,53,2,607.45,Potential
17119,25,2,606.91,Potential
14710,36,4,606.13,Potential
13888,141,2,605.63,"At Risk"
17507,283,2,605.58,"At Risk"
14248,340,1,605.16,"At Risk"
13558,27,4,605.06,Potential
14323,136,2,605.06,"At Risk"
14675,38,1,604.75,"At Risk"
17664,40,2,604.64,Potential
17094,344,1,604.00,"At Risk"
16732,53,1,603.75,"At Risk"
12556,72,2,603.71,Potential
